"","date","target","insult","tweet"
"7911","2020-02-14","impeachment-inquiry","totally partisan Impeachment Hoax","I was very surprised & disappointed that Senator Joe Manchin of West Virginia voted against me on the Democrat’s totally partisan Impeachment Hoax. No President has done more for the great people of West Virginia than me (Pensions), and that will...."
"7912","2020-02-15","impeachment-inquiry","The Greatest Witch Hunt In American History!",".....biggest test of his presidency emboldened, ready to claim exoneration, and take his case of grievance, persecution and resentment to the campaign trail.” Peter Baker @nytimes The Greatest Witch Hunt In American History!"
"7913","2020-02-16","the-media","Fake News","Last week the Fake News said that a section of our powerful, under construction, Southern Border Wall “fell over”, trying to make it sound terrible, except the reason was that the concrete foundation was just poured & soaking wet when big winds kicked in. Quickly fixed “forever”."
"7914","2020-02-18","mueller-report","Scam","I hope the Federal Judges Association will discuss the tremendous FISA Court abuse that has taken place with respect to the Mueller Investigation Scam, including the forging of documents and knowingly using the fake and totally discredited Dossier before the Court. Thank you!"
"7915","2020-02-18","michael-bloomberg","Mini Mike","What Mini Mike is doing is nothing less than a large scale illegal campaign contribution. He is “spreading” money all over the place, only to have recipients of his cash payments, many former opponents, happily joining or supporting his campaign. Isn’t that called a payoff? ....."
"7916","2020-02-18","michael-bloomberg","Mini",".....Mini is illegally buying the Democrat Nomination. They are taking it away from Bernie again. Mini Mike, Major Party Nominations are not for sale! Good luck in the debate tomorrow night and remember, no standing on boxes!"
"7917","2020-02-18","michael-bloomberg","illegally buying the Democrat Nomination",".....Mini is illegally buying the Democrat Nomination. They are taking it away from Bernie again. Mini Mike, Major Party Nominations are not for sale! Good luck in the debate tomorrow night and remember, no standing on boxes!"
"7918","2020-02-18","michael-bloomberg","Mini Mike",".....Mini is illegally buying the Democrat Nomination. They are taking it away from Bernie again. Mini Mike, Major Party Nominations are not for sale! Good luck in the debate tomorrow night and remember, no standing on boxes!"
"7919","2020-02-18","michael-bloomberg","Mini Mike. No, I would rather run against you!","Mini Mike. No, I would rather run against you!"
"7920","2020-02-18","trump-report","fake and totally discredited","I hope the Federal Judges Association will discuss the tremendous FISA Court abuse that has taken place with respect to the Mueller Investigation Scam, including the forging of documents and knowingly using the fake and totally discredited Dossier before the Court. Thank you!"
"7921","2020-02-18","trump-russia","the whole Mueller investigation was illegally set up based on a phony and now fully discredited Fake Dossier, lying and forging documents to the FISA Court, and many other things","These were Mueller prosecutors, and the whole Mueller investigation was illegally set up based on a phony and now fully discredited Fake Dossier, lying and forging documents to the FISA Court, and many other things. Everything having to do with this fraudulent investigation is..."
"7922","2020-02-18","trump-russia","badly tainted and, in my opinion, should be thrown out","....badly tainted and, in my opinion, should be thrown out. Even Mueller’s statement to Congress that he did not see me to become the FBI Director (again), has been proven false. The whole deal was a total SCAM. If I wasn’t President, I’d be suing everyone all over the place..."
"7923","2020-02-18","trump-russia","a total SCAM","....badly tainted and, in my opinion, should be thrown out. Even Mueller’s statement to Congress that he did not see me to become the FBI Director (again), has been proven false. The whole deal was a total SCAM. If I wasn’t President, I’d be suing everyone all over the place..."
"7924","2020-02-18","trump-russia","WITCH HUNT!","....BUT MAYBE I STILL WILL. WITCH HUNT!"
"7925","2020-02-18","trump-russia","Fake Witch Hunts","...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Vets, 2A & more, I would be at 70%. Oh well, what can you do? https://t.co/3isBydxTXw"
"7926","2020-02-18","trump-russia","the Mueller Scam","...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Vets, 2A & more, I would be at 70%. Oh well, what can you do? https://t.co/3isBydxTXw"
"7927","2020-02-18","trump-russia","Fake Witch Hunt","...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Vets, 2A & more, I would be at 70%. Oh well, what can you do? https://t.co/8TJf1JjLpn"
"7928","2020-02-18","trump-russia","Hoax","...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Vets, 2A & more, I would be at 70%. Oh well, what can you do? https://t.co/8TJf1JjLpn"
"7929","2020-02-18","impeachment-inquiry","Impeachment Hoax","...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Vets, 2A & more, I would be at 70%. Oh well, what can you do? https://t.co/3isBydxTXw"
"7930","2020-02-18","democrats","Crooked DNC","The Crooked DNC is working overtime to take the Democrat Nomination away from Bernie, AGAIN! Watch what happens to the Super Delegates in Round Two. A Rigged Convention!"
"7931","2020-02-18","democrats","working overtime to take the Democrat Nomination away from Bernie, AGAIN","The Crooked DNC is working overtime to take the Democrat Nomination away from Bernie, AGAIN! Watch what happens to the Super Delegates in Round Two. A Rigged Convention!"
"7932","2020-02-19","bloomberg-news","corrupt","Is corrupt Bloomberg News going to say what a pathetic debater Mini Mike is, that he doesn’t respect our great farmers, or that he has violated campaign finance laws at the highest and most sinister level with “payoffs” all over the place?"
"7933","2020-02-19","michael-bloomberg","a pathetic debater","Is corrupt Bloomberg News going to say what a pathetic debater Mini Mike is, that he doesn’t respect our great farmers, or that he has violated campaign finance laws at the highest and most sinister level with “payoffs” all over the place?"
"7934","2020-02-19","michael-bloomberg","Mini Mike","Is corrupt Bloomberg News going to say what a pathetic debater Mini Mike is, that he doesn’t respect our great farmers, or that he has violated campaign finance laws at the highest and most sinister level with “payoffs” all over the place?"
"7935","2020-02-19","michael-bloomberg","has violated campaign finance laws at the highest and most sinister level","Is corrupt Bloomberg News going to say what a pathetic debater Mini Mike is, that he doesn’t respect our great farmers, or that he has violated campaign finance laws at the highest and most sinister level with “payoffs” all over the place?"
"7936","2020-02-19","the-media","Fake News","Internal REAL Polls show I am beating all of the Dem candidates. The Fake News Polls (here we go again, just like 2016) show losing or tied. Their polls will be proven corrupt on November 3rd, just like the Fake News is corrupt!"
"7937","2020-02-19","the-media","corrupt","Internal REAL Polls show I am beating all of the Dem candidates. The Fake News Polls (here we go again, just like 2016) show losing or tied. Their polls will be proven corrupt on November 3rd, just like the Fake News is corrupt!"
"7938","2020-02-20","a-b-stoddard","zero talent","Could somebody at @foxnews please explain to Trump hater A.B. Stoddard (zero talent!) and @TeamCavuto, that I won every one of my debates, from beginning to end. Check the polls taken immediately after the debates. The debates got me elected. Must be Fox Board Member Paul Ryan!"
"7939","2020-02-20","michael-bloomberg","Mini Mike Bloomberg","Mini Mike Bloomberg’s debate performance tonight was perhaps the worst in the history of debates, and there have been some really bad ones. He was stumbling, bumbling and grossly incompetent. If this doesn’t knock him out of the race, nothing will. Not so easy to do what I did!"
"7940","2020-02-20","michael-bloomberg","debate performance tonight was perhaps the worst in the history of debates","Mini Mike Bloomberg’s debate performance tonight was perhaps the worst in the history of debates, and there have been some really bad ones. He was stumbling, bumbling and grossly incompetent. If this doesn’t knock him out of the race, nothing will. Not so easy to do what I did!"
"7941","2020-02-20","michael-bloomberg","stumbling, bumbling and grossly incompetent","Mini Mike Bloomberg’s debate performance tonight was perhaps the worst in the history of debates, and there have been some really bad ones. He was stumbling, bumbling and grossly incompetent. If this doesn’t knock him out of the race, nothing will. Not so easy to do what I did!"
"7942","2020-02-20","michael-bloomberg","Mini Mike","This is the REAL Mini Mike. He admitted, many times, that he is “a fan of Donald Trump. He’s a New York ICON.” Thank you Mike! https://t.co/KkqMdVMcdk"
"7943","2020-02-20","michael-bloomberg","Mini Mike","This makes Mini Mike look good compared to his performance last night. Worst debate performance in history! https://t.co/oUTz9njZPg"
"7944","2020-02-20","michael-bloomberg","Worst debate performance in history","This makes Mini Mike look good compared to his performance last night. Worst debate performance in history! https://t.co/oUTz9njZPg"
"7945","2020-02-20","michael-bloomberg","Mini Mike Bloomberg","“I don’t think there’s any chance whatsoever of Senator Sanders defeating President Trump.” Mini Mike Bloomberg. Mini, there’s even less chance, especially after watching your debate performance last night, of you winning the Democrat nomination...But I hope you do!"
"7946","2020-02-20","michael-bloomberg","Mini","“I don’t think there’s any chance whatsoever of Senator Sanders defeating President Trump.” Mini Mike Bloomberg. Mini, there’s even less chance, especially after watching your debate performance last night, of you winning the Democrat nomination...But I hope you do!"
"7947","2020-02-20","michael-bloomberg","Mini Mike Bloomberg","“The real winner last night was Donald Trump.” Mini Mike Bloomberg. I agree!"
"7948","2020-02-20","hillary-clinton","Crooked Hillary Clinton","“They say Roger Stone lied to Congress.” @CNN OH, I see, but so did Comey (and he also leaked classified information, for which almost everyone, other than Crooked Hillary Clinton, goes to jail for a long time), and so did Andy McCabe, who also lied to the FBI! FAIRNESS?"
"7949","2020-02-20","democrats","the party of high taxes, high crime, open borders, late-term abortion, socialism, blatant corruption, and the total destruction of your Second Amendment","The Democrat party is the party of high taxes, high crime, open borders, late-term abortion, socialism, blatant corruption, and the total destruction of your Second Amendment. The Republican Party is the party of the American Worker, the American Family, and the American Dream! https://t.co/GhyS5MD8Q9"
"7950","2020-02-21","democrats","Do Nothing","Another misinformation campaign is being launched by Democrats in Congress saying that Russia prefers me to any of the Do Nothing Democrat candidates who still have been unable to, after two weeks, count their votes in Iowa. Hoax number 7!"
"7951","2020-02-21","democrats","Radical Socialist Democrats","THANK YOU Las Vegas, Nevada! I was delighted to be back in a state I love, with proud, hardworking PATRIOTS. With your help, this November, we are going to defeat the Radical Socialist Democrats, and we are going to win Nevada in a landslide! #KAG2020 
 https://t.co/tCxQIDICAH"
"7952","2020-02-22","michael-bloomberg","Mini Mike","Looks like Crazy Bernie is doing well in the Great State of Nevada. Biden & the rest look weak, & no way Mini Mike can restart his campaign after the worst debate performance in the history of Presidential Debates. Congratulations Bernie, & don’t let them take it away from you!"
"7953","2020-02-22","adam-schiff","Corrupt politician Adam “Shifty” Schiff","Democrats in the Great State of Nevada (Which, because of the Economy, Jobs, the Military & Vets, I will win in November), be careful of Russia, Russia, Russia. According to Corrupt politician Adam “Shifty” Schiff, they are pushing for Crazy Bernie Sanders to win. Vote!"
"7954","2020-02-22","bernie-sanders","Crazy Bernie Sanders","....The reason for this is that the Do Nothing Democrats, using disinformation Hoax number 7, don’t want Bernie Sanders to get the Democrat Nomination, and they figure this would be very bad for his chances. It’s all rigged, again, against Crazy Bernie Sanders!"
"7955","2020-02-22","bernie-sanders","Crazy Bernie","MSDNC (Comcast Slime), @CNN and others of the Fake Media, have now added Crazy Bernie to the list of Russian Sympathizers, along with @TulsiGabbard & Jill Stein (of the Green Party), both agents of Russia, they say. But now they report President Putin wants Bernie (or me) to win."
"7956","2020-02-22","bernie-sanders","Crazy Bernie Sanders","Democrats in the Great State of Nevada (Which, because of the Economy, Jobs, the Military & Vets, I will win in November), be careful of Russia, Russia, Russia. According to Corrupt politician Adam “Shifty” Schiff, they are pushing for Crazy Bernie Sanders to win. Vote!"
"7957","2020-02-22","bernie-sanders","Crazy Bernie","Looks like Crazy Bernie is doing well in the Great State of Nevada. Biden & the rest look weak, & no way Mini Mike can restart his campaign after the worst debate performance in the history of Presidential Debates. Congratulations Bernie, & don’t let them take it away from you!"
"7958","2020-02-22","msnbc","MSDNC (Comcast Slime) , Fake Media","MSDNC (Comcast Slime), @CNN and others of the Fake Media, have now added Crazy Bernie to the list of Russian Sympathizers, along with @TulsiGabbard & Jill Stein (of the Green Party), both agents of Russia, they say. But now they report President Putin wants Bernie (or me) to win."
"7959","2020-02-22","cnn","Fake Media","MSDNC (Comcast Slime), @CNN and others of the Fake Media, have now added Crazy Bernie to the list of Russian Sympathizers, along with @TulsiGabbard & Jill Stein (of the Green Party), both agents of Russia, they say. But now they report President Putin wants Bernie (or me) to win."
"7960","2020-02-22","democrats","Do Nothing Democrats","....The reason for this is that the Do Nothing Democrats, using disinformation Hoax number 7, don’t want Bernie Sanders to get the Democrat Nomination, and they figure this would be very bad for his chances. It’s all rigged, again, against Crazy Bernie Sanders!"
"7961","2020-02-23","adam-schiff","Shifty Schiff","Just another Shifty Schiff leak. Isn’t there a law about this stuff? https://t.co/JWE0oPhiw9"
"7962","2020-02-23","adam-schiff","incompetent & corrupt","Somebody please tell incompetent (thanks for my high poll numbers) & corrupt politician Adam “Shifty” Schiff to stop leaking Classified information or, even worse, made up information, to the Fake News Media. Someday he will be caught, & that will be a very unpleasant experience!"
"7963","2020-02-23","adam-schiff","Adam “Shifty” Schiff","Somebody please tell incompetent (thanks for my high poll numbers) & corrupt politician Adam “Shifty” Schiff to stop leaking Classified information or, even worse, made up information, to the Fake News Media. Someday he will be caught, & that will be a very unpleasant experience!"
"7964","2020-02-23","bernie-sanders","Crazy Bernie","Crazy Bernie and the Democrats should see this. I have done far more for the African American community than any President. Secured funding for HBCUs, Criminal Justice Reform, Opportunity Zones, School Choice, Record Low Unemployment, and so much more. THE BEST IS YET TO COME! https://t.co/CcOOsGcdDa"
"7965","2020-02-23","hillary-clinton","Crooked Hillary Clinton","Are any Democrat operatives, the DNC, or Crooked Hillary Clinton, blaming Russia, Russia, Russia for the Bernie Sanders win in Nevada. If so I suggest calling Bob Mueller & the 13 Angry Democrats to do a new Mueller Report, Democrat Edition. Bob will get to the bottom of it!"
"7966","2020-02-23","the-media","Fake News Media","Somebody please tell incompetent (thanks for my high poll numbers) & corrupt politician Adam “Shifty” Schiff to stop leaking Classified information or, even worse, made up information, to the Fake News Media. Someday he will be caught, & that will be a very unpleasant experience!"
"7967","2020-02-23","democrats","Do Nothing Democrats","Jeff Van Drew is a Courageous Leader that left the Do Nothing Democrats to better serve the Great people of New Jersey. HAPPY BIRTHDAY @CongressmanJVD!"
"7968","2020-02-24","trump-russia","Mueller Witch Hunt","Set up by Schiff’s lies & leaks. Same with the Mueller Witch Hunt 3 years ago! https://t.co/uSzupeHXoq"
"7969","2020-02-25","stone-judge","totally biased","There has rarely been a juror so tainted as the forewoman in the Roger Stone case. Look at her background. She never revealed her hatred of “Trump” and Stone. She was totally biased, as is the judge. Roger wasn’t even working on my campaign. Miscarriage of justice. Sad to watch!"
"7970","2020-02-25","stone-juror","so tainted","There has rarely been a juror so tainted as the forewoman in the Roger Stone case. Look at her background. She never revealed her hatred of “Trump” and Stone. She was totally biased, as is the judge. Roger wasn’t even working on my campaign. Miscarriage of justice. Sad to watch!"
"7971","2020-02-25","stone-juror","totally biased","There has rarely been a juror so tainted as the forewoman in the Roger Stone case. Look at her background. She never revealed her hatred of “Trump” and Stone. She was totally biased, as is the judge. Roger wasn’t even working on my campaign. Miscarriage of justice. Sad to watch!"
"7972","2020-02-25","stone-juror","Miscarriage of justice","There has rarely been a juror so tainted as the forewoman in the Roger Stone case. Look at her background. She never revealed her hatred of “Trump” and Stone. She was totally biased, as is the judge. Roger wasn’t even working on my campaign. Miscarriage of justice. Sad to watch!"
"7973","2020-02-25","adam-schiff","should not have access to Intelligence, he is a corrupt pol","..It has been a scam right from the beginning with the illegally started Mueller Report, FISA, the leaking, lying & more. Schiff should not have access to Intelligence, he is a corrupt pol. “Amazing that they went to Bernie Sanders, but not to President Trump.” @marthamaccallum"
"7974","2020-02-25","bernie-sanders","Crazy Bernie","“U.S. Intelligence official overstated assessment of Russian efforts to help Trump.” @FoxNews @GreggJarrett They supposedly told Crazy Bernie that Russia was looking at him, not me. This is all a big scam between Intel and the Democrats. They want Bernie OUT, & hate “Trump”."
"7975","2020-02-25","chuck-schumer","Cryin’ Chuck Schumer","Cryin’ Chuck Schumer is complaining, for publicity purposes only, that I should be asking for more money than $2.5 Billion to prepare for Coronavirus. If I asked for more he would say it is too much. He didn’t like my early travel closings. I was right. He is incompetent!"
"7976","2020-02-25","chuck-schumer","incompetent","Cryin’ Chuck Schumer is complaining, for publicity purposes only, that I should be asking for more money than $2.5 Billion to prepare for Coronavirus. If I asked for more he would say it is too much. He didn’t like my early travel closings. I was right. He is incompetent!"
"7977","2020-02-25","trump-russia","has been a scam right from the beginning","..It has been a scam right from the beginning with the illegally started Mueller Report, FISA, the leaking, lying & more. Schiff should not have access to Intelligence, he is a corrupt pol. “Amazing that they went to Bernie Sanders, but not to President Trump.” @marthamaccallum"
"7978","2020-02-26","tom-steyer","a disaster","....during a debate). Pocahontas was mean, & undisciplined, mostly aiming at Crazy Bernie and Mini Mike. They don’t know how to handle her, but I know she is a “chocker”. Steyer was a disaster who, along with Mini, are setting records in $’s per vote. Just give me an opponent!"
"7979","2020-02-26","tom-steyer","setting records in $’s per vote","....during a debate). Pocahontas was mean, & undisciplined, mostly aiming at Crazy Bernie and Mini Mike. They don’t know how to handle her, but I know she is a “chocker”. Steyer was a disaster who, along with Mini, are setting records in $’s per vote. Just give me an opponent!"
"7980","2020-02-26","michael-bloomberg","Mini Mike","Crazy, chaotic Democrat Debate last night. Fake News said Biden did well, even though he said half of our population was shot to death. Would be OVER for most. Mini Mike was weak and unsteady, but helped greatly by his many commercials (which are not supposed to be allowed...."
"7981","2020-02-26","michael-bloomberg","weak and unsteady","Crazy, chaotic Democrat Debate last night. Fake News said Biden did well, even though he said half of our population was shot to death. Would be OVER for most. Mini Mike was weak and unsteady, but helped greatly by his many commercials (which are not supposed to be allowed...."
"7982","2020-02-26","michael-bloomberg","Mini Mike","....during a debate). Pocahontas was mean, & undisciplined, mostly aiming at Crazy Bernie and Mini Mike. They don’t know how to handle her, but I know she is a “chocker”. Steyer was a disaster who, along with Mini, are setting records in $’s per vote. Just give me an opponent!"
"7983","2020-02-26","michael-bloomberg","Mini","....during a debate). Pocahontas was mean, & undisciplined, mostly aiming at Crazy Bernie and Mini Mike. They don’t know how to handle her, but I know she is a “chocker”. Steyer was a disaster who, along with Mini, are setting records in $’s per vote. Just give me an opponent!"
"7984","2020-02-26","michael-bloomberg","setting records in $’s per vote","....during a debate). Pocahontas was mean, & undisciplined, mostly aiming at Crazy Bernie and Mini Mike. They don’t know how to handle her, but I know she is a “chocker”. Steyer was a disaster who, along with Mini, are setting records in $’s per vote. Just give me an opponent!"
"7985","2020-02-26","elizabeth-warren","Pocahontas","....during a debate). Pocahontas was mean, & undisciplined, mostly aiming at Crazy Bernie and Mini Mike. They don’t know how to handle her, but I know she is a “chocker”. Steyer was a disaster who, along with Mini, are setting records in $’s per vote. Just give me an opponent!"
"7986","2020-02-26","elizabeth-warren","mean, & undisciplined,  a “chocker”","....during a debate). Pocahontas was mean, & undisciplined, mostly aiming at Crazy Bernie and Mini Mike. They don’t know how to handle her, but I know she is a “chocker”. Steyer was a disaster who, along with Mini, are setting records in $’s per vote. Just give me an opponent!"
"7987","2020-02-26","bernie-sanders","Crazy Bernie","....during a debate). Pocahontas was mean, & undisciplined, mostly aiming at Crazy Bernie and Mini Mike. They don’t know how to handle her, but I know she is a “chocker”. Steyer was a disaster who, along with Mini, are setting records in $’s per vote. Just give me an opponent!"
"7988","2020-02-26","msnbc","Low Ratings Fake News MSDNC","Low Ratings Fake News MSDNC (Comcast) & @CNN are doing everything possible to make the Caronavirus look as bad as possible, including panicking markets, if possible. Likewise their incompetent Do Nothing Democrat comrades are all talk, no action. USA in great shape! @CDCgov....."
"7989","2020-02-26","msnbc","doing everything possible to make the Caronavirus look as bad as possible","Low Ratings Fake News MSDNC (Comcast) & @CNN are doing everything possible to make the Caronavirus look as bad as possible, including panicking markets, if possible. Likewise their incompetent Do Nothing Democrat comrades are all talk, no action. USA in great shape! @CDCgov....."
"7990","2020-02-26","nancy-pelosi","has allowed her District to go down more than any other in the USA","Nancy has allowed her District to go down more than any other in the USA! Hardly even recognizable. https://t.co/wnABoOQOVe"
"7991","2020-02-26","cnn","Low Ratings Fake News","Low Ratings Fake News MSDNC (Comcast) & @CNN are doing everything possible to make the Caronavirus look as bad as possible, including panicking markets, if possible. Likewise their incompetent Do Nothing Democrat comrades are all talk, no action. USA in great shape! @CDCgov....."
"7992","2020-02-26","cnn","doing everything possible to make the Caronavirus look as bad as possible","Low Ratings Fake News MSDNC (Comcast) & @CNN are doing everything possible to make the Caronavirus look as bad as possible, including panicking markets, if possible. Likewise their incompetent Do Nothing Democrat comrades are all talk, no action. USA in great shape! @CDCgov....."
"7993","2020-02-26","the-media","Fake News","Crazy, chaotic Democrat Debate last night. Fake News said Biden did well, even though he said half of our population was shot to death. Would be OVER for most. Mini Mike was weak and unsteady, but helped greatly by his many commercials (which are not supposed to be allowed...."
"7994","2020-02-26","the-media","Fake News","Big Story, Big Win - Except in the Fake News, which won’t cover it! https://t.co/reWPi2hc4v"
"7995","2020-02-26","democrats","If the virus disappeared tomorrow, they would say we did a really poor, and even incompetent, job","....Democrats talking point is that we are doing badly. If the virus disappeared tomorrow, they would say we did a really poor, and even incompetent, job. Not fair, but it is what it is. So far, by the way, we have not had one death. Let’s keep it that way!"
"7996","2020-02-26","democrats","incompetent Do Nothing Democrat comrades are all talk, no action","Low Ratings Fake News MSDNC (Comcast) & @CNN are doing everything possible to make the Caronavirus look as bad as possible, including panicking markets, if possible. Likewise their incompetent Do Nothing Democrat comrades are all talk, no action. USA in great shape! @CDCgov....."
"7997","2020-02-28","michael-bloomberg","Mini Mike Bloomberg","Word is that Mini Mike Bloomberg performed so poorly in the two debates, that he is thinking about dropping out of the Democrat Primary. The fact is, he was not true to himself, and the public was able to quickly figure him out. Not a good experience for Mini Mike!"
"7998","2020-02-28","michael-bloomberg","Mini Mike","Word is that Mini Mike Bloomberg performed so poorly in the two debates, that he is thinking about dropping out of the Democrat Primary. The fact is, he was not true to himself, and the public was able to quickly figure him out. Not a good experience for Mini Mike!"
"7999","2020-02-28","michael-bloomberg","Mini Mike","Mini Mike is getting slammed. His debates were, perhaps, the worst in presidential debating history. A total phony who disavowed “Stop & Frisk” after swearing by it for years, and even recently. He horribly overused it, & then dropped when running as a Dem. A total phony!"
"8000","2020-02-28","michael-bloomberg","debates were, perhaps, the worst in presidential debating history","Mini Mike is getting slammed. His debates were, perhaps, the worst in presidential debating history. A total phony who disavowed “Stop & Frisk” after swearing by it for years, and even recently. He horribly overused it, & then dropped when running as a Dem. A total phony!"
"8001","2020-02-28","michael-bloomberg","total phony","Mini Mike is getting slammed. His debates were, perhaps, the worst in presidential debating history. A total phony who disavowed “Stop & Frisk” after swearing by it for years, and even recently. He horribly overused it, & then dropped when running as a Dem. A total phony!"
"8002","2020-02-28","michael-bloomberg","A total phony","Mini Mike is getting slammed. His debates were, perhaps, the worst in presidential debating history. A total phony who disavowed “Stop & Frisk” after swearing by it for years, and even recently. He horribly overused it, & then dropped when running as a Dem. A total phony!"
"8003","2020-02-28","impeachment-inquiry","Impeachment Hoax","Do Nothing Democrats were busy wasting their time on the Impeachment Hoax, & anything they could do to make the Republican Party look bad, while I was busy calling early boarder & flight closings, putting us way ahead in our battle with the Coronavirus. Dems called it very wrong!"
"8004","2020-02-28","the-media","refuses to discuss the great job our professionals are doing!","“Anti-Trump Network @CNN doing whatever it can to stoke a national Coronavirus panic. The far left Network pretty much ignoring anyone who they interview who doesn’t blame President Trump.” @trish_regan @FoxNews Media refuses to discuss the great job our professionals are doing!"
"8005","2020-02-28","the-media","Fake News!","“Diagnosis positive: @CNN is infected with Trump Derangement Syndrome. I’m calling out CNN for irresponsibly politicizing what should be a unifying battle against a virus that doesn’t choose sides.” @trish_regan @FoxNews Like I say, they are Fake News!"
"8006","2020-02-28","democrats","Do Nothing Democrats","Do Nothing Democrats were busy wasting their time on the Impeachment Hoax, & anything they could do to make the Republican Party look bad, while I was busy calling early boarder & flight closings, putting us way ahead in our battle with the Coronavirus. Dems called it very wrong!"
"8007","2020-02-28","democrats","busy wasting their time on the Impeachment Hoax & anything they could do to make the Republican Party look bad","Do Nothing Democrats were busy wasting their time on the Impeachment Hoax, & anything they could do to make the Republican Party look bad, while I was busy calling early boarder & flight closings, putting us way ahead in our battle with the Coronavirus. Dems called it very wrong!"
"8008","2020-02-28","democrats","Do Nothing Democrats","So, the Coronavirus, which started in China and spread to various countries throughout the world, but very slowly in the U.S. because President Trump closed our border, and ended flights, VERY EARLY, is now being blamed, by the Do Nothing Democrats, to be the fault of “Trump”."
"8009","2020-02-28","democrats","Do Nothing Democrats","The Do Nothing Democrats were busy wasting time on the Immigration Hoax, & anything else they could do to make the Republican Party look bad, while I was busy calling early BORDER & FLIGHT closings, putting us way ahead in our battle with Coronavirus. Dems called it VERY wrong!"
"8010","2020-02-28","democrats","wasting time on the Immigration Hoax & anything else they could do to make the Republican Party look bad","The Do Nothing Democrats were busy wasting time on the Immigration Hoax, & anything else they could do to make the Republican Party look bad, while I was busy calling early BORDER & FLIGHT closings, putting us way ahead in our battle with Coronavirus. Dems called it VERY wrong!"
"8011","2020-02-28","democrats","working hard to take the prized nomination away from Bernie","The Dems are working hard to take the prized nomination away from Bernie. Back room politics, which Bernie is not very good at. His people will not let it happen again!"
"8012","2020-02-29","john-harwood","so-called reporter","A so-called reporter named @JohnJHarwood, who bombed so badly in the 2016 Presidential Debates that I thought he was going to be immediately fired (a Mini Mike type performance), is now with Fake News @CNN. A total loser!"
"8013","2020-02-29","john-harwood","bombed so badly in the 2016 Presidential Debates that I thought he was going to be immediately fired,   total loser","A so-called reporter named @JohnJHarwood, who bombed so badly in the 2016 Presidential Debates that I thought he was going to be immediately fired (a Mini Mike type performance), is now with Fake News @CNN. A total loser!"
"8014","2020-02-29","michael-bloomberg","Mini Mike","A so-called reporter named @JohnJHarwood, who bombed so badly in the 2016 Presidential Debates that I thought he was going to be immediately fired (a Mini Mike type performance), is now with Fake News @CNN. A total loser!"
"8015","2020-02-29","cnn","Fake News","A so-called reporter named @JohnJHarwood, who bombed so badly in the 2016 Presidential Debates that I thought he was going to be immediately fired (a Mini Mike type performance), is now with Fake News @CNN. A total loser!"
"8016","2020-03-01","tom-steyer","spent more dollars for NOTHING than any candidate in history","Tom Steyer who, other than Mini Mike Bloomberg, spent more dollars for NOTHING than any candidate in history, quit the race today proclaiming how thrilled he was to be a part of the the Democrat Clown Show. Go away Tom and save whatever little money you have left!"
"8017","2020-03-01","michael-bloomberg","Mini Mike Bloomberg","Sleepy Joe Biden’s victory in the South Carolina Democrat Primary should be the end of Mini Mike Bloomberg’s Joke of a campaign. After the worst debate performance in the history of presidential debates, Mini Mike now has Biden split up his very few voters, taking many away!"
"8018","2020-03-01","michael-bloomberg","worst debate performance in the history of presidential debates","Sleepy Joe Biden’s victory in the South Carolina Democrat Primary should be the end of Mini Mike Bloomberg’s Joke of a campaign. After the worst debate performance in the history of presidential debates, Mini Mike now has Biden split up his very few voters, taking many away!"
"8019","2020-03-01","michael-bloomberg","Mini Mike","Sleepy Joe Biden’s victory in the South Carolina Democrat Primary should be the end of Mini Mike Bloomberg’s Joke of a campaign. After the worst debate performance in the history of presidential debates, Mini Mike now has Biden split up his very few voters, taking many away!"
"8020","2020-03-01","michael-bloomberg","Mini Mike Bloomberg","Tom Steyer who, other than Mini Mike Bloomberg, spent more dollars for NOTHING than any candidate in history, quit the race today proclaiming how thrilled he was to be a part of the the Democrat Clown Show. Go away Tom and save whatever little money you have left!"
"8021","2020-03-01","michael-bloomberg","Mini Mike Bloomberg","I would find it hard to believe that failed presidential candidates Tom Steyer, or Mini Mike Bloombeg, would contribute to the Democrat Party, even against me, after the way they have been treated - laughed at & mocked. The real politicians ate them up and spit them out!"
"8022","2020-03-01","michael-bloomberg","Mini Mike Bloomberg","Mini Mike Bloomberg’s consultants and so-called “advisors”(how did that advice work out? Don’t ask!), are on the “gravy train” and all making a fortune for themselves pushing Mini hard, when they knew he never had what it takes. Don’t pay them anymore Mike, they led you down...."
"8023","2020-03-01","michael-bloomberg","Mini","Mini Mike Bloomberg’s consultants and so-called “advisors”(how did that advice work out? Don’t ask!), are on the “gravy train” and all making a fortune for themselves pushing Mini hard, when they knew he never had what it takes. Don’t pay them anymore Mike, they led you down...."
