和风天气海外热门城市列表 v1.2
城市ID	大洲	国家中文	国家英文	城市中文	城市英文	纬度	经度
GN2419992	非洲	几内亚	Guinea	康康	Kankan	10.38542	-9.30568
GN2419533	非洲	几内亚	Guinea	金迪亚	Kindia	10.05692	-12.86576
GN2419472	非洲	几内亚	Guinea	基西杜古	Kissidougou	9.1848	-10.09987
GN2418362	非洲	几内亚	Guinea	拉贝	Labe	11.31823	-12.28332
GN2417988	非洲	几内亚	Guinea	马森塔	Macenta	8.54351	-9.47099
GN2417833	非洲	几内亚	Guinea	马木	Mamou	10.37546	-12.09148
KE184745	非洲	肯尼亚	Kenya	内罗毕	Nairobi	-1.28333	36.81667
KE169004	非洲	肯尼亚	Kenya	索罗蒂	Soroti	1.7	33.6
KE197745	非洲	肯尼亚	Kenya	加里萨	Garissa	-0.45355	39.64011
KE169001	非洲	肯尼亚	Kenya	古鲁	Gulu	2.8	32.3
KE178443	非洲	肯尼亚	Kenya	瓦吉尔	Wajir	1.7471	40.05732
KE191245	非洲	肯尼亚	Kenya	基苏木	Kisumu	-0.10221	34.76171
KE191220	非洲	肯尼亚	Kenya	基塔莱	Kitale	1.01572	35.00622
KE189741	非洲	肯尼亚	Kenya	拉姆	Lamu	-2.27169	40.90201
KE189280	非洲	肯尼亚	Kenya	洛德瓦尔	Lodwar	3.11911	35.59727
KE187585	非洲	肯尼亚	Kenya	马萨比特	Marsabit	2.32839	37.98986
KE169002	非洲	肯尼亚	Kenya	马辛迪	Masindi	1.7	31.7
KE169003	非洲	肯尼亚	Kenya	姆万扎	Mwanza	-2.5	32.9
KE184622	非洲	肯尼亚	Kenya	纳库鲁	Nakuru	-0.28333	36.06667
LY88319	非洲	利比亚	Libya	班加西	Benghazi	32.11667	20.06667
LY2290001	非洲	利比亚	Libya	阿格达比亚	Agedabia	30.7	20.2
LY2290002	非洲	利比亚	Libya	迈尔季	Al Marj	32.5	20.9
LY2290003	非洲	利比亚	Libya	贝尼纳	Benina	32.1	20.3
LY2290004	非洲	利比亚	Libya	德尔纳	Derna	32.8	22.6
LY2290005	非洲	利比亚	Libya	奥哈马德	Elhamada	29.5	12.9
LY2290006	非洲	利比亚	Libya	欧胡姆斯	Elkhoms	32.6	14.3
LY2290007	非洲	利比亚	Libya	加达迈斯	Ghadames	30.1	9.5
LY2217351	非洲	利比亚	Libya	加特	Ghat	24.96472	10.17278
LY2290008	非洲	利比亚	Libya	厚恩	Hon	29.1	15.9
LY2290009	非洲	利比亚	Libya	伽罗	Jalo	29	21.6
LY2290010	非洲	利比亚	Libya	库夫拉	Kufra	24.2	23.3
LY2290011	非洲	利比亚	Libya	米苏拉塔	Misurata	32.3	15.1
LY2214433	非洲	利比亚	Libya	纳卢特	Nalut	31.86848	10.9812
LY2290012	非洲	利比亚	Libya	奥巴里	Obari	26.6	12.8
LY2210247	非洲	利比亚	Libya	的黎波里	Tripoli	32.87519	13.18746
LY2290013	非洲	利比亚	Libya	塞卜哈	Sebha	27	14.4
LY2290014	非洲	利比亚	Libya	萨哈特	Shahat	32.8	21.9
LY2290015	非洲	利比亚	Libya	苏尔特	Sirte	31.2	16.6
LY2290016	非洲	利比亚	Libya	斯瓦尼	Swani	32.7	13.1
LY81302	非洲	利比亚	Libya	托布鲁克	Tobruk	32.08361	23.97639
LY2290017	非洲	利比亚	Libya	耶夫兰	Yefren	32.1	12.5
LY2290018	非洲	利比亚	Libya	兹瓦拉	Zuara	32.9	12.1
MG1290001	非洲	马达加斯加	Madagascar	塔那那利佛	Tananarive	-18.8	47.5
MG1290002	非洲	马达加斯加	Madagascar	阿纳拉拉瓦	Analalava	-14.6	47.8
MG1076454	非洲	马达加斯加	Madagascar	安达帕	Andapa	-14.65	49.65
MG1071296	非洲	马达加斯加	Madagascar	昂塔拉哈	Antalaha	-14.90033	50.27876
MG1290003	非洲	马达加斯加	Madagascar	安齐拉贝	Antsirabe	-19.8	47.1
MG1069129	非洲	马达加斯加	Madagascar	安齐拉纳纳	Antsiranana	-12.2787	49.29171
MG1068971	非洲	马达加斯加	Madagascar	安特索依希	Antsohihy	-14.87959	47.98751
MG1290004	非洲	马达加斯加	Madagascar	贝萨兰皮	Besalampy	-16.8	44.5
MG1056899	非洲	马达加斯加	Madagascar	桑巴瓦	Sambava	-14.26667	50.16667
MG1053384	非洲	马达加斯加	Madagascar	图阿马西纳	Toamasina	-18.16667	49.38333
MG1055429	非洲	马达加斯加	Madagascar	图利亚拉	Toliara	-23.35	43.66667
MG1065158	非洲	马达加斯加	Madagascar	法拉凡加纳	Farafangana	-22.81667	47.83333
MG1290005	非洲	马达加斯加	Madagascar	法夸尔	Farquhar	-10.1	51.2
MG1290006	非洲	马达加斯加	Madagascar	诺西贝	Fascene	-13.3	48.3
MG1290007	非洲	马达加斯加	Madagascar	法奥克斯卡波	Faux Cap	-25.5	45.5
MG1064890	非洲	马达加斯加	Madagascar	菲亚纳兰楚阿	Fianarantsoa	-21.43333	47.08333
MG1290010	非洲	马达加斯加	Madagascar	武希马里纳	Vohemar	-13.4	50
MG1062663	非洲	马达加斯加	Madagascar	马哈赞加	Mahajanga	-15.71667	46.31667
MG1062553	非洲	马达加斯加	Madagascar	马哈努鲁	Mahanoro	-19.9	48.8
MG1290008	非洲	马达加斯加	Madagascar	马门提腊奴	Maintirano	-18	44
MG1061335	非洲	马达加斯加	Madagascar	马南扎里	Mananjary	-21.21667	48.33333
MG1290009	非洲	马达加斯加	Madagascar	穆龙贝	Morombe	-21.8	43.4
MG1058381	非洲	马达加斯加	Madagascar	穆龙达瓦	Morondava	-20.28333	44.28333
MW250001	非洲	马拉维	Malawi	波莱罗	Bolero	-11	33.7
MW250002	非洲	马拉维	Malawi	井宿	Chichiri	-15.8	35
MW250003	非洲	马拉维	Malawi	奇莱卡	Chileka	-15.7	35
MW235751	非洲	马拉维	Malawi	奇蒂帕	Chitipa	-9.70237	33.26969
MW924055	非洲	马拉维	Malawi	萨利马	Salima	-13.7804	34.4587
MW930025	非洲	马拉维	Malawi	代扎	Dedza	-14.3779	34.33322
MW235715	非洲	马拉维	Malawi	卡龙加	Karonga	-9.93333	33.93333
MW928534	非洲	马拉维	Malawi	卡松古	Kasungu	-13.03333	33.48333
MW250004	非洲	马拉维	Malawi	曼考卡	Makoka	-15.5	35.2
MW927246	非洲	马拉维	Malawi	曼戈切	Mangochi	-14.47815	35.26448
MW250005	非洲	马拉维	Malawi	猴子湾	Monkeybay	-14.1	34.9
MW924705	非洲	马拉维	Malawi	恩科塔科塔	Nkhotakota	-12.92744	34.29614
ML2460596	非洲	马里	Mali	巴马科	Bamako	12.65	-8
ML2459775	非洲	马里	Mali	布古尼	Bougouni	11.41699	-7.47899
ML2451778	非洲	马里	Mali	萨恩	San	13.30335	-4.89562
ML2451478	非洲	马里	Mali	塞古	Segou	13.4317	-6.2157
ML2451185	非洲	马里	Mali	锡卡索	Sikasso	11.3135	-5.6697
ML2690004	非洲	马里	Mali	泰萨利	Tessalit	20.2	1
ML2690005	非洲	马里	Mali	通布图	Tombouctou	16.7	-3
ML2457163	非洲	马里	Mali	加奥	Gao	16.27167	-0.04472
ML2690001	非洲	马里	Mali	洪博里	Hombori	15.3	-1.7000122
ML2690006	非洲	马里	Mali	耶利马内	Yelimane	15.1	-10.600006
ML2455518	非洲	马里	Mali	卡伊	Kayes	14.4417	-11.4341
ML2690002	非洲	马里	Mali	凯涅巴	Kenieba	12.9	-11.200012
ML2455290	非洲	马里	Mali	基达尔	Kidal	18.44111	1.40778
ML2455216	非洲	马里	Mali	奇塔	Kita	13.0349	-9.4895
ML2454268	非洲	马里	Mali	库蒂亚拉	Koutiala	12.39173	-5.46421
ML2453514	非洲	马里	Mali	梅娜卡	Menaka	15.9182	2.4022
ML2453348	非洲	马里	Mali	莫普提	Mopti	14.49302	-4.1942
ML2690003	非洲	马里	Mali	奈良	Nara	15.2	-7.299988
MR2377450	非洲	毛里塔尼亚	Mauritania	努瓦克肖特	Nouakchott	18.08581	-15.9785
MR2590001	非洲	毛里塔尼亚	Mauritania	阿克儒特	Akjoujt	19.8	-14.399994
MR2590002	非洲	毛里塔尼亚	Mauritania	阿塔尔	Atar	20.5	-13.100006
MR2590003	非洲	毛里塔尼亚	Mauritania	布提利米特	Boutilimit	17.5	-14.700012
MR2590007	非洲	毛里塔尼亚	Mauritania	罗索	Rosso	16.5	-15.799988
MR2376193	非洲	毛里塔尼亚	Mauritania	提吉克贾	Tidjikja	18.55644	-11.42715
MR2590008	非洲	毛里塔尼亚	Mauritania	祖埃拉特	Zouerate	22.8	-12.5
MR2590004	非洲	毛里塔尼亚	Mauritania	卡埃迪	Kaedi	16.1	-13.5
MR2590005	非洲	毛里塔尼亚	Mauritania	基法	Kiffa	16.6	-11.399994
MR2590006	非洲	毛里塔尼亚	Mauritania	奈玛	Nema	16.6	-7.299988
MR2377457	非洲	毛里塔尼亚	Mauritania	努瓦迪布	Nouadhibou	20.93098	-17.03465
MU934154	非洲	毛里求斯	Mauritius	路易港	Port Louis	-20.16194	57.49889
MU920002	非洲	毛里求斯	Mauritius	普莱恩珊瑚岛	Plainecorail	-19.8	63.4
MU920003	非洲	毛里求斯	Mauritius	普莱桑斯	Plaisance	-20.4	57.7
MU920001	非洲	毛里求斯	Mauritius	阿加莱加	Agalega	-10.4	56.8
MU920004	非洲	毛里求斯	Mauritius	罗德里格斯岛	Rodrigues	-19.7	63.4
MU920005	非洲	毛里求斯	Mauritius	圣布兰登	St Brandon	-16.5	59.6
MU933945	非洲	毛里求斯	Mauritius	瓦科阿	Vacoas	-20.29806	57.47833
MA2530335	非洲	摩洛哥	Morocco	丹吉尔	Tangier	35.78058	-5.81365
MA2541479	非洲	摩洛哥	Morocco	纳祖尔	Nador	35.17404	-2.92866
MA2561668	非洲	摩洛哥	Morocco	阿加迪尔	Agadir	30.42018	-9.59815
MA2790001	非洲	摩洛哥	Morocco	胡塞马群岛	Alhoceima	35.2	-3.899994
MA2790002	非洲	摩洛哥	Morocco	贝尼梅拉尔	Beni Mellal	32.4	-6.399994
MA2790003	非洲	摩洛哥	Morocco	卡萨布兰卡市	Casablanca	33.6	-7.700012
MA2790004	非洲	摩洛哥	Morocco	舍夫沙万	Chefchaouen	35.1	-5.299988
MA2790005	非洲	摩洛哥	Morocco	贾迪达	Eljadida	33.2	-8.5
MA2790006	非洲	摩洛哥	Morocco	埃拉契迪亚	Errachidia	31.9	-4.399994
MA2549263	非洲	摩洛哥	Morocco	索维拉	Essaouira	31.5125	-9.77
MA2543394	非洲	摩洛哥	Morocco	伊夫兰	Ifrane	31.70217	-6.3494
MA2790007	非洲	摩洛哥	Morocco	卡斯巴泰德拉	Kasba Tadla	32.5	-6.299988
MA2544571	非洲	摩洛哥	Morocco	盖尼特拉	Kenitra	34.26101	-6.5802
MA2544248	非洲	摩洛哥	Morocco	胡里卜盖	Khouribga	32.88108	-6.9063
MA2790008	非洲	摩洛哥	Morocco	阿尤恩	Laayoune	27.2	-13.200012
MA2543549	非洲	摩洛哥	Morocco	拉腊什	Larache	35.19321	-6.15572
MA2790009	非洲	摩洛哥	Morocco	马拉喀什	Marrakech	31.6	-8
MA2542715	非洲	摩洛哥	Morocco	梅克内斯	Meknes	33.89352	-5.54727
MA2542227	非洲	摩洛哥	Morocco	米德特	Midelt	32.6852	-4.74512
MA2542051	非洲	摩洛哥	Morocco	穆罕默迪耶	Mohammedia	33.70659	-7.39442
MA2790010	非洲	摩洛哥	Morocco	瓦尔扎扎特	Ouarzazate	30.9	-6.899994
MA2540483	非洲	摩洛哥	Morocco	乌季达	Oujda	34.68052	-1.90764
MA2538475	非洲	摩洛哥	Morocco	拉巴特	Rabat	34.01325	-6.83255
MA2537881	非洲	摩洛哥	Morocco	萨非	Safi	32.29939	-9.23718
MA2790011	非洲	摩洛哥	Morocco	番摊	Tan Tan	28.5	-11.100006
MA2529649	非洲	摩洛哥	Morocco	塔鲁丹特	Taroudant	30.47028	-8.87695
MA2790012	非洲	摩洛哥	Morocco	得土安	Tetuan	35.6	-5.299988
MA2527089	非洲	摩洛哥	Morocco	提兹尼特	Tiznit	29.69742	-9.73162
MZ1039536	非洲	莫桑比克	Mozambique	马希谢	Maxixe	-23.85972	35.34722
MZ1290001	非洲	莫桑比克	Mozambique	安戈谢	Angoche	-16.2	39.9
MZ1052373	非洲	莫桑比克	Mozambique	贝拉	Beira	-19.84361	34.83889
MZ1290002	非洲	莫桑比克	Mozambique	卡亚	Caia	-17.8	35.3
MZ1049261	非洲	莫桑比克	Mozambique	希莫尤	Chimoio	-19.11639	33.48333
MZ1047660	非洲	莫桑比克	Mozambique	库安巴	Cuamba	-14.80306	36.53722
MZ1045114	非洲	莫桑比克	Mozambique	伊尼扬巴内	Inhambane	-23.865	35.38333
MZ1043893	非洲	莫桑比克	Mozambique	利欣加	Lichinga	-13.31278	35.24056
MZ1290003	非洲	莫桑比克	Mozambique	伦博	Lumbo	-15	40.7
MZ1040652	非洲	莫桑比克	Mozambique	马普托	Maputo	-25.96528	32.58917
MZ1037125	非洲	莫桑比克	Mozambique	蒙特普埃兹	Montepuez	-13.1	39
MZ1033356	非洲	莫桑比克	Mozambique	楠普拉	Nampula	-15.1	39.3
MZ1290004	非洲	莫桑比克	Mozambique	佩巴内	Pebane	-17.3	38.2
MZ1028918	非洲	莫桑比克	Mozambique	彭巴	Pemba	-12.97395	40.51775
MZ1028434	非洲	莫桑比克	Mozambique	克利马内	Quelimane	-17.87861	36.88833
MZ1026014	非洲	莫桑比克	Mozambique	太特	Tete	-16.15639	33.58667
MZ1290005	非洲	莫桑比克	Mozambique	维兰库卢什	Vilanculos	-22	35.3
MZ1290006	非洲	莫桑比克	Mozambique	赛赛	Xaixai	-25	33.6
MZ1290007	非洲	莫桑比克	Mozambique	宗博	Zumbo	-15.6	30.4
NA3352136	非洲	纳米比亚	Namibia	温得和克	Windhoek	-22.55941	17.08323
NA3353383	非洲	纳米比亚	Namibia	朗杜	Rundu	-17.93333	19.76667
NA3357247	非洲	纳米比亚	Namibia	戈巴比斯	Gobabis	-22.45	18.96667
NA3357114	非洲	纳米比亚	Namibia	赫鲁特方丹	Grootfontein	-19.56667	18.11667
NA3379002	非洲	纳米比亚	Namibia	鲸湾佩利肯角	Walvis Bay	-22.9	14.4
NA3355595	非洲	纳米比亚	Namibia	马林塔尔	Mariental	-24.63333	17.96667
NA3379001	非洲	纳米比亚	Namibia	奥考奎约	Okaukuejo	-19.2	15.9
NA3354540	非洲	纳米比亚	Namibia	奥马鲁鲁	Omaruru	-21.43333	15.93333
NA3354247	非洲	纳米比亚	Namibia	翁旦格瓦	Ondangwa	-17.91667	15.95
NA3353715	非洲	纳米比亚	Namibia	奥乔	Outjo	-20.11667	16.15
NE2440485	非洲	尼日尔	Niger	尼亚美	Niamey	13.51366	2.1098
NE2690001	非洲	尼日尔	Niger	阿加德兹	Agadez	17	8
NE2446796	非洲	尼日尔	Niger	比尔马	Bilma	18.68532	12.91643
NE2445704	非洲	尼日尔	Niger	迪法	Diffa	13.31536	12.61134
NE2445488	非洲	尼日尔	Niger	多索	Dosso	13.049	3.1937
NE2439376	非洲	尼日尔	Niger	塔瓦	Tahoua	14.8888	5.2692
NE2444489	非洲	尼日尔	Niger	伽耶	Gaya	11.88435	3.44919
NE2444219	非洲	尼日尔	Niger	古尔	Goure	13.9835	10.27035
NE2437798	非洲	尼日尔	Niger	津德尔	Zinder	13.80716	8.9881
NE2690002	非洲	尼日尔	Niger	马伊内索罗阿	Maine Soroa	13.2	12
NE2441291	非洲	尼日尔	Niger	马拉迪	Maradi	13.5	7.10174
NG2352778	非洲	尼日利亚	Nigeria	阿布贾	Abuja	9.05735	7.48976
NG2347470	非洲	尼日利亚	Nigeria	包奇	Bauchi	10.31344	9.84327
NG2379001	非洲	尼日利亚	Nigeria	贝宁城	Benincity	6.3	5.6
NG2347209	非洲	尼日利亚	Nigeria	比达	Bida	9.08333	6.01667
NG2346229	非洲	尼日利亚	Nigeria	卡拉巴尔	Calabar	4.9517	8.322
NG2343279	非洲	尼日利亚	Nigeria	埃努古	Enugu	6.4402	7.4943
NG2379002	非洲	尼日利亚	Nigeria	古绍	Gusau	12.2	6.7
NG2339354	非洲	尼日利亚	Nigeria	伊巴丹	Ibadan	7.38778	3.89639
NG2339287	非洲	尼日利亚	Nigeria	揖斐	Ibi	8.18333	9.75
NG2338242	非洲	尼日利亚	Nigeria	伊科姆	Ikom	5.96669	8.70632
NG2337639	非洲	尼日利亚	Nigeria	伊洛林	Ilorin	8.5	4.55
NG2335953	非洲	尼日利亚	Nigeria	乔斯	Jos	9.91667	8.9
NG2335727	非洲	尼日利亚	Nigeria	卡杜纳	Kaduna	10.52224	7.43828
NG2379003	非洲	尼日利亚	Nigeria	康迪	Kandi	11.1	2.9
NG2335204	非洲	尼日利亚	Nigeria	卡诺	Kano	12.00012	8.51672
NG2334802	非洲	尼日利亚	Nigeria	卡齐纳	Katsina	12.98943	7.60063
NG2332459	非洲	尼日利亚	Nigeria	拉各斯	Lagos	6.45306	3.39583
NG2331939	非洲	尼日利亚	Nigeria	洛科贾	Lokoja	7.80236	6.743
NG2331447	非洲	尼日利亚	Nigeria	迈杜古里	Maiduguri	11.84644	13.16027
NG2331140	非洲	尼日利亚	Nigeria	马库尔迪	Makurdi	7.7411	8.5121
NG2330100	非洲	尼日利亚	Nigeria	米纳	Minna	9.61389	6.55694
NG2379004	非洲	尼日利亚	Nigeria	纳蒂廷古	Natitingou	10.3	1.4
NG2328952	非洲	尼日利亚	Nigeria	恩古鲁	Nguru	12.8791	10.4526
NG2326171	非洲	尼日利亚	Nigeria	翁多	Ondo	7.1	4.83333
NG2326016	非洲	尼日利亚	Nigeria	奥尼查	Onitsha	6.14543	6.78845
NG2379005	非洲	尼日利亚	Nigeria	奥绍博	Oshogbo	7.8	4.5
NG2379006	非洲	尼日利亚	Nigeria	帕拉库	Parakou	9.4	2.6
NG2379007	非洲	尼日利亚	Nigeria	哈科特港	Porth Arcourt	4.8	7
NG2324767	非洲	尼日利亚	Nigeria	波提斯昆	Potiskum	11.7091	11.0694
NG2379008	非洲	尼日利亚	Nigeria	萨瓦河	Save	8	2.5
NG2322911	非洲	尼日利亚	Nigeria	索科托	Sokoto	13.06092	5.23902
NG2319133	非洲	尼日利亚	Nigeria	瓦里	Warri	5.51667	5.75
NG2318166	非洲	尼日利亚	Nigeria	耶卢瓦	Yelwa	8.83333	9.63333
NG2318044	非洲	尼日利亚	Nigeria	约拉	Yola	9.2	12.48333
NG2317765	非洲	尼日利亚	Nigeria	扎里亚	Zaria	11.11128	7.7227
RW202061	非洲	卢旺达	Rwanda	基加利	Kigali	-1.94995	30.05885
RW203112	非洲	卢旺达	Rwanda	布塔雷	Butare	-2.59667	29.73944
RW229002	非洲	卢旺达	Rwanda	鲁亨盖里	Ruhengeri	-1.5	29.6
RW202905	非洲	卢旺达	Rwanda	吉塞尼	Gisenyi	-1.70278	29.25639
RW229001	非洲	卢旺达	Rwanda	卡门贝	Kamembe	-2.5	28.9
ST2410878	非洲	圣多美和普林比西	Sao Tome And Principe	普林西比	Principe	1.65	7.42
ST2410763	非洲	圣多美和普林比西	Sao Tome And Principe	圣多美	STome	0.38	6.72
SN2499005	非洲	塞内加尔	Senegal	波多尔	Podor	16.6	-15
SN2253354	非洲	塞内加尔	Senegal	达喀尔	Dakar	14.6937	-17.44406
SN2499001	非洲	塞内加尔	Senegal	斯基灵角	Cap Skirring	12.4	-16.700012
SN2499006	非洲	塞内加尔	Senegal	圣路易斯	Saint Louis	16	-16.5
SN2499002	非洲	塞内加尔	Senegal	久尔贝勒	Diourbel	14.6	-16.200012
SN2244991	非洲	塞内加尔	Senegal	坦巴昆达	Tambacounda	13.75389	-13.75861
SN2243940	非洲	塞内加尔	Senegal	济金绍尔	Ziguinchor	12.58333	-16.27194
SN2250805	非洲	塞内加尔	Senegal	考拉克	Kaolack	14.1825	-16.25333
SN2250645	非洲	塞内加尔	Senegal	克杜古	Kedougou	12.5579	-12.1743
SN2249782	非洲	塞内加尔	Senegal	科尔达	Kolda	12.88333	-14.95
SN2499003	非洲	塞内加尔	Senegal	林盖尔	Linguere	15.4	-15.100006
SN2499004	非洲	塞内加尔	Senegal	马塔姆	Matam	15.6	-13.200012
SC479003	非洲	塞舌尔	Seychelles	普拉兰岛	Praslin	-5.3	55.7
SC479001	非洲	塞舌尔	Seychelles	阿尔达布拉	Aldabra	-9.4	46.5
SC479002	非洲	塞舌尔	Seychelles	德罗什	Desroches	-5.7	53.1
SL2410048	非洲	塞拉利昂	Sierra Leone	博	Bo	7.96472	-11.73833
SL2409914	非洲	塞拉利昂	Sierra Leone	邦特	Bonthe	7.52639	-12.505
SL2690002	非洲	塞拉利昂	Sierra Leone	考度	Sefadu	8.6	-11
SL2409663	非洲	塞拉利昂	Sierra Leone	达鲁	Daru	7.99194	-10.84056
SL2690003	非洲	塞拉利昂	Sierra Leone	冶勒	Yele	8.4	-11.799988
SL2408329	非洲	塞拉利昂	Sierra Leone	卡巴拉	Kabala	9.58333	-11.55
SL2690001	非洲	塞拉利昂	Sierra Leone	隆吉	Lungi	8.6	-13.200012
SL2406407	非洲	塞拉利昂	Sierra Leone	马可尼	Makeni	8.88333	-12.05
SO66001	非洲	索马里	Somalia	摩加迪沙	Mogadiscio	2	45.3
SO66002	非洲	索马里	Somalia	阿卢拉	Alula	11.9	50.7
SO66003	非洲	索马里	Somalia	巴尔代雷	Bardera	2.3	42.3
SO64435	非洲	索马里	Somalia	柏培拉	Berbera	10.43959	45.01432
SO66004	非洲	索马里	Somalia	博拉马	Borama	9.9	43.2
SO66005	非洲	索马里	Somalia	博萨索	Bosaso	11.3	49.2
SO66006	非洲	索马里	Somalia	布劳	Burao	9.5	45.6
SO66007	非洲	索马里	Somalia	基斯马尤	Chisimaio	-0.4	42.4
SO66014	非洲	索马里	Somalia	斯库斯休班	Scusciuban	10.3	50.2
SO66008	非洲	索马里	Somalia	埃里加伏	Erigavo	10.6	47.4
SO66009	非洲	索马里	Somalia	加勒卡约	Galcayo	6.8	47.3
SO66010	非洲	索马里	Somalia	加尔多	Gardo	9.5	49.1
SO66011	非洲	索马里	Somalia	哈尔格萨	Hargeisa	9.5	44.1
SO66012	非洲	索马里	Somalia	拉斯阿诺得	Las Anod	8.5	47.4
SO66013	非洲	索马里	Somalia	奥比亚	Obbia	5.3	48.6
ZA1007311	非洲	南非	South Africa	德班	Durban	-29.8579	31.0292
ZA1020641	非洲	南非	South Africa	博福特西	Beaufort West	-32.35671	22.58295
ZA2499002	非洲	南非	South Africa	亚历山大湾	Alexander Bay	-28.6	16.5
ZA2499003	非洲	南非	South Africa	奥赫拉比斯瀑布	Augrabiesfalls	-28.6	20.3
ZA2499004	非洲	南非	South Africa	东巴克利	Barklyeast	-30.9	27.6
ZA2499005	非洲	南非	South Africa	贝尔法斯特	Belfast	-25.7	30
ZA1019760	非洲	南非	South Africa	贝瑟	Bethal	-26.45794	29.46553
ZA1019704	非洲	南非	South Africa	伯利恒	Bethlehem	-28.23078	28.30707
ZA2499006	非洲	南非	South Africa	毕斯合	Bisho	-32.8	27.5
ZA2499007	非洲	南非	South Africa	布隆方丹	Bloemfonteincity	-29.1	26.2
ZA2499008	非洲	南非	South Africa	布韦岛	Bouvet Island	-54.4	3.3
ZA1014489	非洲	南非	South Africa	巴特沃斯	Butterworth	-32.33083	28.14981
ZA3369174	非洲	南非	South Africa	卡尔维尼亚	Calvinia	-31.47069	19.77601
ZA2499009	非洲	南非	South Africa	圣布雷兹岬	Cape St. Blaize	-34.2	22.1
ZA2499010	非洲	南非	South Africa	圣弗朗西斯角	Cape St.Francis	-34.2	24.8
ZA2499011	非洲	南非	South Africa	开普敦	Cape Town	-34	18.6
ZA2499012	非洲	南非	South Africa	厄加勒斯岬	Capeagulhas	-34.8	20
ZA2499014	非洲	南非	South Africa	卡罗莱纳	Carolina	-26.1	30.1
ZA2499015	非洲	南非	South Africa	克兰威廉	Clanwilliam	-32.2	18.9
ZA2499016	非洲	南非	South Africa	咖啡湾	Coffeebay	-32	29.1
ZA2499017	非洲	南非	South Africa	科菲蒙瓦巴	Cofimvaba	-32	27.6
ZA2499018	非洲	南非	South Africa	达森岛	Dassen Island	-33.4	18.1
ZA2499019	非洲	南非	South Africa	德班弗吉尼亚	Durban Virginia	-29.8	31
ZA2499020	非洲	南非	South Africa	东伦敦	Eastlondon	-33	27.8
ZA1005781	非洲	南非	South Africa	伊里亚德	Elliot	-31.33333	27.85
ZA1005125	非洲	南非	South Africa	埃尔默洛	Ermelo	-26.53333	29.98333
ZA2499021	非洲	南非	South Africa	艾斯特科特	Estcourt	-29	29.9
ZA2499022	非洲	南非	South Africa	福尔史密斯	Fauresmith	-29.5	25.2
ZA2499023	非洲	南非	South Africa	费克斯堡	Ficksburg	-28.8	27.9
ZA2499024	非洲	南非	South Africa	波福堡	Fortbeaufort	-32.8	26.6
ZA2499025	非洲	南非	South Africa	法兰克福	Frankfort	-27.3	28.5
ZA2499026	非洲	南非	South Africa	夫拉则堡	Fraserburg	-31.9	21.5
ZA2499027	非洲	南非	South Africa	嘎瑞普水库	Gariepdam	-30.5	25.5
ZA2499028	非洲	南非	South Africa	巨人城堡	Giants Castle	-29.3	29.5
ZA2499029	非洲	南非	South Africa	好望角	Goodhope	-25.5	25.4
ZA2499030	非洲	南非	South Africa	戈夫岛	Gough Island	-40.3	-9.899994
ZA2499031	非洲	南非	South Africa	赫拉夫·里内特	Graaff Reinet	-32.2	24.5
ZA1000501	非洲	南非	South Africa	格雷厄姆斯敦	Grahamstown	-33.30422	26.53276
ZA2499032	非洲	南非	South Africa	中央	Grandcentral	-26	28.1
ZA2499033	非洲	南非	South Africa	格拉斯科普	Graskop	-24.9	30.9
ZA1000006	非洲	南非	South Africa	格雷镇	Greytown	-29.06416	30.59279
ZA3366880	非洲	南非	South Africa	赫曼努斯	Hermanus	-34.4187	19.23446
ZA2499034	非洲	南非	South Africa	侯斯普瑞特	Hoedspruit	-24.4	31
ZA2499035	非洲	南非	South Africa	詹姆斯敦	Jamestown	-31.1	26.8
ZA993800	非洲	南非	South Africa	约翰尼斯堡	Johannesburg	-26.20227	28.04363
ZA991664	非洲	南非	South Africa	卡图	Kathu	-27.69569	23.04929
ZA2499036	非洲	南非	South Africa	基特曼斯胡普	Keetmanshoop	-26.5	18.1
ZA990930	非洲	南非	South Africa	金伯利	Kimberley	-28.73226	24.76232
ZA989921	非洲	南非	South Africa	克莱克斯多普	Klerksdorp	-26.85213	26.66672
ZA988698	非洲	南非	South Africa	克尼斯纳	Knysna	-34.03627	23.04713
ZA2499037	非洲	南非	South Africa	高林奈思	Koingnaas	-30.2	17.3
ZA986846	非洲	南非	South Africa	克龙斯塔德	Kroonstad	-27.65036	27.23488
ZA986134	非洲	南非	South Africa	库鲁曼	Kuruman	-27.4524	23.43246
ZA2499038	非洲	南非	South Africa	莱迪史密斯	Ladysmith	-28.6	29.8
ZA2499039	非洲	南非	South Africa	兰斯堡	Laingsburg	-33.2	20.9
ZA2499040	非洲	南非	South Africa	拉法拉勒	Lephalale	-23.7	27.7
ZA982899	非洲	南非	South Africa	利克田堡	Lichtenburg	-26.152	26.15968
ZA981158	非洲	南非	South Africa	莱登堡	Lydenburg	-25.0978	30.45967
ZA3364346	非洲	南非	South Africa	马姆斯伯里	Malmesbury	-33.4608	18.72714
ZA2499041	非洲	南非	South Africa	马拉	Mara	-23.1	29.6
ZA978895	非洲	南非	South Africa	马盖特	Margate	-30.8636	30.37052
ZA2499042	非洲	南非	South Africa	马尔肯	Marken	-23.6	28.4
ZA2499043	非洲	南非	South Africa	马塞卢	Maseru	-29.5	27.5
