,mayili_comment
2979,马伊琍加油！相信你会遇到更爱你的人！就像你演的《我的前半生》，你在现实生活中也会遇到更好的贺函的！马伊琍不哭，为这样的男人落泪不知道。 
2980,你终于肯丢了那个辣鸡了 
2981, 
2982,做公众人物确实很不容易，（她他们）都很不容易！有了家庭压力就会更大！我喜欢马司令的干练！加油💪 
2983,相信你可以活的更好 
2984,加油 
2985,开启后半生，将无所畏惧，无比幸福！ 
2986,希望后半路不管与谁同行 或自己走 都能快乐幸福 
2987,各自安好 
2988,陆涛夏琳，向南杨晓芸 
2989,该背时 
2990,很遗憾，一直以来在银屏上你们都是真性情的人，曾经为你们脸上的幸福的微笑而高兴，也为也为你的且行且珍惜而感叹，可终究还是分开了，放弃一个曾经深爱的人很难，但是至少孩子们都长大了，加油伊琍 
2991,算是人生又上了一课，你很勇敢，这中间的过程应该很难，但你已经走过来了，彼此不勉强，才能活得自然舒适。祝你越来越好。 
2992,照顾好自己和孩子，加油 
2993,感情真的是多变的 根本无法控制 
2994,哎 
2995,离了是好事！ 
2996,且行且珍惜 
2997,把自己过得更加精彩，加油 
2998,只想给您一个拥抱！希望您活成前半生中的罗子君，姐你一定要幸福！所有的失去只是为了成就更好的您！加油！🌻 
2999,真相了🙃🙃 
3000,转发微博 
3001,真的好大度啦！紫薇好好爱自己 
3002,此生缘分已尽，勉强也不快乐，分开未必是坏事，愿你们都能找到各自幸福生活 
3003,2013年的时候就特别的喜欢你和文先生，那时候以你们的爱情为榜样。那时候我也很幸福，只是后来孩子的父亲犯了全天下男人都会犯的错误，我比就你早单身了三年，我觉得单亲妈妈是最勇敢最坚强的，我会一如既往的关注着你，吸取你的正能量，加油！@马伊琍 
3004,人生只如初见，那就好了。 
3005,加油💪 
3006,让我这个大龄剩女 还如何还相信爱情 
3007, 
3008,望日后安好。 
3009,卧槽，真的是，不知道说什么 
3010,简直不能再相信爱情 
3011,第一次留言 想拥抱重获新生的你 虽然可能根本不需要 但好像拥抱的是懦弱的自己 
3012,一别两宽各生欢喜！ 
3013,余生一定要狠狠的爱自己 
3014,哎……… 
3015,觉得你可以更加好 
3016, 
3017,散了吧 这是华为广告 
3018,非常支持你 
3019,前半生没有对错，只有成长 
3020,你值得拥有更好的 
3021,加油，会幸福的 
3022,早知道有今天还坚持了这么久 
3023,独一无二的你会美丽到老的 
3024,再坚强的人也经不住伤害！如果爱，请深爱！如果不爱，就放手！ 
3025,是由无话不谈变成相敬如宾了么，感觉怎么样都是错的。 
3026,且行且珍惜！……你已经尽力了！强扭的瓜不甜！……还是……各自安好吧！…… 
3027,还是不希望你们分开的，，结婚誓言已经立了，虽然一人破坏了，但是你可以选择帮助他，原谅他，原谅不是容忍，原谅也不是视而不见，而是承认存在，但是已经赦免你。共勉 
3028,他枉为人父。 
3029,回复@赵天天:我也是 
3030,鞋合不合适只有自己知道，冷暖自知，自己过的好，心里舒服比什么都好。 
3031,你值得拥有更好 
3032,加油我最喜欢的女演员 你最棒！！！ 
3033,支持你 
3034,生活仍在继续，加油加油！ 
3035,世事无常 
3036,马伊俐我娶你 
3037,加油💪🏻，女神，你一定会过的更好爱你😯 
3038,真是可惜了 
3039,各生欢喜也挺好 
3040,各自安好 
3041,回复@驴婆313:马君竹更好听 
3042,永远是我的女神，余生加油＾０＾~ 
3043,当初就不应该原谅，你值得更好的！ 
3044,不知道为什么知道之后哭了好久，可能是情怀，奋斗是我最初的梦想，今天是我的释怀，好难过，不知道为什么 
3045,你跟贺涵很配的，你们觉得呢？ 
3046,各自安好吧 
3047,你一定要幸福 你肯定会幸福 
3048,我想哭，爱情还没来就已经不能让我相信爱情了！单身一辈子吧 
3049,看到这则消息，突然很想哭，从《奋斗》到现在，一直很喜欢你。会不会不再相信爱情了 
3050,加油 
3051,最终还是坚持不下去了 
3052,那个可恨的小三，终于等到这一天，放心不会有好下场的。 
3053,人生 
3054,回复@星座命理李-东水:滚 
3055,离得好 
3056,没有蚊帐照样睡觉，没有伊俐照样喝奶… 
3057,他对她说 
3058,世上还有真感情么？？明星都是如此儿戏 
3059,唉 
3060,女神，往后余生，一定幸福 
3061,永远支持你 
3062,终于还是分了，小鲜内，不靠谱，真的。 
3063,回复@我叫瘦瘦瘦子:求公众号 
3064,各自安好 
3065,所以真的没有一个人会爱另外一个人很久很久 
3066,永远爱你 
3067,回复@不怎么成熟a:同感 
3068,往后的日子你会越来越好，我是个单亲妈妈，儿子跟着我现在很好，当初的纠结挣扎煎熬成就了现在的我，我的能力有限而你不一样，不论对方伤我们多深经历这一步身心都是难过的，希望你能快一点找回那个年少的马小姐，做回快乐的自己，加油！虽然我不确定你一定会看到我的留言，但有着共同经历的你我，共勉 
3069,其实每个人的婚姻和爱情都有你不知道的真情 所以你不是当事人不知道怎么回事 不要说太多 我觉得最要的还是活在当下 过好自己 别人的事情和你们无关吧 只有你真正面对同样问题的时候你才知道那种感觉是怎样 所以祝福大家都越来越好越来越开心 
3070,不知道恭喜一下合不合适… 
3071,很早就关注你，一直都喜欢你。余生请幸福！@马伊琍 
3072,要幸福，要开心，爱你❤ 
3073,千言万语，好好的马伊琍姐，时间会冲淡一切。 
3074,你一定会越来越好。 
3075,破镜难圆 
3076,心疼伊琍，往后余生，请珍爱自己！活成自己想要的模样 
3077,加油💪马司令，过后希望你更加美好 
3078,你是最棒的女神 
3079,祝:余生安好 
3080,超可惜的超心疼你  
3081,祝好 
3082,希望现实生活中有一个“贺涵” 
3083,你会像罗子君一样 找到自己 
3084,下一个会更好 相信自己 
3085,我们会一直一直支持你，在我们心里你永远都是最棒的。 
3086,6 
3087,往后，各生欢喜！ 
3088,终究还是分开了……你值得更好的……往后余生……加油 
3089,一直记得生活不易爱情不易且行且珍惜，这是我继续下去的原因。可能过几年我会做同样的选择…… 但不是现在 
3090,最关心两个女儿怎么办😱 
3091,遗憾，愿各自安好。 
3092,女神加油，更幸福 
3093,挺遗憾的！ 
3094,永远希望你好，不管什么结果，都希望你好 
3095,余生好好爱自己 
3096,加油 
3097,你很棒，赞你 
3098,后半生一定更精彩！ 
3099,❤️❤️❤️ 
3100,姐，你值得拥有更好的。 
3101,希望你幸福 
3102,希望你幸福！ 
3103,刚追完我的前半生…… 
3104,爱你 
3105,好！！！我终于等到了！！ 
3106,相信肯定也努力过，才会做出最好的选择。 
3107,或许这样对你们是最好的，但是孩子是无辜的，希望孩子们好好的 
3108,加油！你值得更好的 
3109,图片评论 ¡评论配图 
3110,做的很好 
3111,姐姐 好好生活永远爱你😘 
3112,贺函，贺函在哪里！ 
3113,所有女明星我最喜欢你，以后要心疼自己 
3114,好好拍戏，想看你 
3115,遗憾，但是看到文字，应该是明白着决定的。 
3116,解脱 
3117,喜欢你，不需多言，支持永远。 
3118,孩子一定跟着妈妈吧，要不然孩子还得受苦 
3119,真搞不懂文章怎么那么无赖，如果我是男的，我愿与你共度余生 
3120,回复@娱乐老鬼:婚姻不易。慎重！ 
3121,往后余生，愿你幸福！ 
3122,姐，加油！！！你很优秀！！说再多也是废话。一个人未必不精彩。虽然觉得有些可惜。但是希望你以后越来越好，也能看到你更多的好看的作品呦 
3123,回复@昆仑铁路西街小混蛋:什么公众号 
3124,其实还是以前的感情好，从一而终，择一人而守护终身，现在的感情速食，家里的就是亲情，外面的激情就是爱情，有几个外面的后来在一起，生活中的柴米油盐加进来后还能一如既往的浪漫，女人可以跟你吃苦，可是受不了你心中没她，她可以承担很多，但是担不起你的爱情属于别人～～～ 
3125,为什么明星们都不能白头到老？ 
3126,想当年文章不发那大的誓，西安今就不会下这大的雨 
3127,终于公布了，祝今后事事遂心 
3128,受伤了 也释然了 
3129,回复@赵天天:还有党 
3130,无论你做什么选择 我都喜欢你 
3131,余生好好的，愿你遇见更好的人。 
3132,挺你，你是最好的。 
3133,快活就好 
3134,离了好，你值得拥有更好的。 
3135,本想携手一生，奈何只是半生过客。当初说且行且珍惜的人，最终还是离了，终归破镜难圆，后半生各自安好～加油💪 
3136,一别两宽各生欢喜   真爱呢唉 
3137,命入运，随天劫，反复不能与心应，世间万物皆彼此，何苦难为情 
3138,安好 
3139,加油吧！你努力的样子真的很美！不靠任何人。 
3140,彼此放过 
3141,回复@我和狗子的秘密基地:我的女神 
3142,愿你的后半生，顺心如意 平平安安🙏🙏🙏 
3143,哎……终究还是离了，……可惜…… 
3144,希望你快乐 
3145,你值得更好的！ 
3146,要好好的 
3147,喜欢你，一切如初！ 
3148,喜欢你，更希望今后安好 
3149,你就是女神 
3150,今天看到你们的消息感觉整个人都不太好了，前几天就看到有小广告，还以为只是谣言，多希望是谣言。多么希望你们是真正的破镜重圆，但破镜终究不可重圆。我们也只是旁观者，个中滋味只有你才知道。新的开始，新的生活。希望以后仍然可以看到你那自信又迷人的笑脸，我知道，一定可以看到。 
3151,终究还是离了 
3152,下一对该佟丽娅陈思成了 
3153,回复@好吃的好多好多:哭了啊 
3154,不随意评价别人的感情。这是起码的尊重。打第一次在电视上看见你就喜欢。如今的结果一定是事出有因。作为观众和粉丝，尊重你的生活，并继续关注你的作品。女神，你是个好演员，是个好妈妈，是个称职的妻子。往后余生，愿一切安好。加油💪 
3155,裂痕终究难修复，祝福余生安好！ 
3156,破镜难重圆，不完美的人生才是真实的人生，你的不完美看起来是那么美，支持女神！ 
3157,任何感情只有当事人才明白，每个决定都是经过深思熟虑的，只希望以后的每天都能努力过的更好，尊重你们的选择。 
3158,一声叹息，缘起缘灭，顺其自然吧，与其在婚姻里将就，看不到希望，不如放手各自寻找各自的幸福 
3159,各自安好 
3160,滴水之恩！单涌泉相报！恩人，安好！ 
3161,破镜终究难重圆 祝福以后更好的生活 好好爱自己 
3162,女神姐姐，你以后会更幸福更开心，我们永远支持你，永远是你坚强的后盾🍉🍉🍉🍉🍉🍉 
3163,感觉又震惊又理所当然…… 
3164,我是真的不信，你们能表面那么洒脱 
3165,果然，和好容易，如初太难 
3166,你是个好妈妈，真心希望你会幸福！ 
3167,愿你的后半生都在幸福中度过 
3168,挥别错的才能和对的相逢！ 
3169,后半生一定不取悦别人，为自己活，祝好 
3170,马司令   你要幸福啊！！！！ 
3171,加油 
3172,好的，机会来了 
3173,唉，还是离了 
3174,早就该结束的，祝好 
3175,人生若只如初见。 
3176,你值得拥有更好的@马伊琍 
3177, 
3178,余生好好的 
3179,有错，不过不是你的错 
3180,挺好的，你要幸福 
3181,一别两宽，各生欢喜！ 
3182,虽然有点难过！但是这也许更让自己释然！愿你往后时光，五彩斑斓！❤️ 
3183, 
3184,马司令，加油＾０＾，愿你遇见更好的人。 
3185,诶哟我的天终于离了 
3186,姐姐会更幸福的 
3187,你值得拥有更好的贺涵 
3188,我只希望他们能好好对待自己的孩子，有责任心，至少是个好父亲。我更希望我儿子能得到父爱，能让他父亲多陪陪他。 
3189,一张纸皱了 再也回不去当初的模样…… 一副对联送给您  得意、失意、切莫大意， 顺境、逆境、永无止境. 
