,wenzhang_comment
3824,记得最深的角色是蜗居里面的小贝。感情的事情难说对错，好好地！ 
3825,你在等待着谁 建筑了城堡 等待着天鹅的栖息 藏不住你空虚的心灵 你在眺望着谁 拥有了世界 却拥有不了平凡的爱 
3826, 
3827,回复@你老公叫仙洋么:我们也是一样，无论你怎样，我们都支持你，等你回来， 
3828, 
3829,早离了，只是才宣布 
3830,真的很希望能再看到你的作品 
3831,这么久还是离了…… 
3832,可惜了 
3833,好聚好散，各自安好吧 
3834,哎！ 
3835,最终还是散了 
3836,怎么会看着觉得好难过，以前最羡慕的爱情就是，你们女儿取名文爱马 
3837,祝福 
3838,回复@迷露亮: 
3839,Yd不是已经结婚了吗？又勾搭上了？ 
3840,回复@你老公叫仙洋么:抓住老大就是顶， 
3841,演技那么好，因为这一件事耽误了，哎可惜 
3842,终究还是负了 
3843,一如既往 
3844,再次惋惜..各自安好，各自幸福吧 
3845,什么时候有新作品呀！期待着呢 
3846,心疼马伊琍！ 
3847,还是会一直喜欢你们，加油！ 
3848,真的还是离了 
3849,回复@你老公叫仙洋么:洋 
3850,哎 
3851,从雪豹的时候开始喜欢你，见证了你的风光和跌落谷底！希望你以后会努力拿出作品！加油！ 
3852,回复@童年碎片bo:啥叫没事找事…明星的私生活我们是不应该过分关注，但有的人人品有问题还不能说了？ 
3853,像极了我的前半生 
3854,回复@你老公叫仙洋么:臭小子跑这来了，可算找到你了！回家吧，家人们都想你了！ 
3855,姚迪今晚睡不着了 
3856,你们两个人我都很喜欢，希望你们各自幸福 
3857,啊 
3858,希望你能越来越好 
3859,没有马伊琍就没有你的今天、一片空白... 
3860,从一开始喜欢你 迷恋你 佩服你 当时你们结婚都轰动了 但是今天 你真的是太让我们对比失望 无论作为丈夫 父亲 你都没有付你应该负的责任 爱 都没有在一起 在她们需要你的时候你也不在 还说那么多冠冕堂皇的话有什么意义 
3861,迟早的事情 
3862,最近传闻难道是真的吗 
3863,为什么那么难的时候，都没有放弃，却在平静如水的时候，不再守候 
3864,做好自己就好各自安好 
3865,剃刀边缘不会有第二季了 
3866,各自安好 
3867,回复@电動马达哟:我哭了 
3868, 
3869,加油 
3870,往后余生～好好陪伴两个女儿～快乐安康 
3871,华为广告 
3872,好可惜……心疼 
3873,依然爱你 
3874,恭喜！你配不上马司令 
3875,有点想哭，毕竟文章和马伊琍都是我非常喜欢的演员 
3876,一别两宽，各生欢喜，加油，你依旧是我男神@文章同學 
3877,好聚好散 
3878,纹身怎么办？@文章同學 
3879,真的不想看到你们分手 
3880,破镜难圆 
3881,不知道说些什么好！原以为珍惜是婚姻的保命药…… 
3882,诶 好可惜 
3883,希望你能越来越好吧 
3884,有了孩子的人，离了婚也是亲人 
3885,人生最好的三个词是久别重逢、失而复得、虚惊一场，但却没有「和好如初」。只因和好容易，如初太难。 
3886, 
3887,世界上可能真的没有爱情💓 
3888,吾愛文章，携手半生，各生欢喜，人生苦短，依然初心不改 
3889,只希望你对下一个她能始终如一 
3890,回复@小芹菜tiaopi:如果你爱马伊琍的话，就请从一而终做好 
3891,不必过分多说，自己清楚 
3892,诶 
3893,时隔五年， 终究抵不过 时间， 爱情这东西。  早就不复存在了 
3894,但愿你不再辜负姚小姐，做一个有责任感的男人 
3895,吾愛伊琍，同行半路，一别两宽，餘生漫漫，依然親情守候。        ​​​六善堂 
3896,破碎了的镜子终究无法恢复 
3897,希望你们两个过得都好 
3898,回复@醒在梦静上:感觉马伊琍被伤的太深了很深，虽然两夫妻的相处只有当事人才清楚。可是如果你什么马伊琍的话，就请从一而终做好，如果不爱，那就处理好再发展另外的恋情，为何要伤害两个女人？还要伤害了自己的家庭，你的女儿以后会怎么想你呢？ 
3899,文哥 其实我觉得你们还是应该好好沟通 有什么问题好好解决 这离了 孩子们会很伤心的 
3900,不想接受这样的消息，但是感情的世界别人插不了话 
3901,因为马伊琍关注到你，因为你的作品喜欢你。你们也想过相爱相守到白头，可是缘份就是那样作弄人。都好好的😊 
3902,我们不再是我们，我们依然是我们。你喜欢大海，我爱过你。一别两宽。还挺顺 
3903,油腻大叔，就不能凑合一下吗 
3904,回复@电動马达哟:看了鼻子有点酸 
3905,哎 
3906,有种想哭的感觉。 
3907,好聚好散，真心相爱过就行。 
3908,都好好的吧 
3909,回复@JennyMooo:不知道这个时候抖什么机灵 
3910,该 
3911,回复@命中缺水我叫淼:对啊，就算之前破裂过，不好过，但是仍然希望他们在一起 
3912,此情有憾，然无对错，往后余生，各生欢喜，爱过，是真的，分了，也是真的，唯有祝福，各自安好。 
3913,回复@童年碎片bo:一直都在演戏啊，而且演的还不错…… 
3914,爱你们，永远。一定要做最好的朋友 
3915,你不能和姚迪又好了吧 
3916,如果知道珍惜，怎会到今天这个地步？吾爱？你可懂？ 
3917,生活只有自己才懂，无论什么样的决定都依然支持你！ 
3918,愿天下有情人终成眷属 
3919,啊？？ 
3920,好聚好散 
3921,很震惊 
3922,回复@你老公叫仙洋么:你是我唯一追过的一个网红，条件不允许，你能让我见你一面吗？@你老公叫仙洋么 
3923,回复@你老公叫仙洋么:高洋，想你了 
3924,人家都已经原谅你了，所以这中间是死性不改吗？最后还是一别两宽…… 
3925,回复@电動马达哟:看到这些心里很不是滋味，想说些什么，却又说不出什么，不管是因为之前的婚外情留下的隐患，还是后来发生的事情，既然两人现在还是分开了，就各自欢喜，祝福你们以后都幸福，罗子君一定还会遇到贺涵的， 
3926,作为演员他们俩都很优秀。不要站在道德制高点随意评判别人的婚姻，和婚姻中的两个人，你不是他们，你也没有参与过他们的生活，你也并不真正了解他们，走到这步，作为我们旁观者只能说祝他们各自安好，各自幸福。 
3927,陕西男人必须硬气一把 
3928,好聚好散吧。娱乐圈的事不清楚、不评价。但希望会是个好父亲 
3929,天长地久终有别 暮年寒秋彼勿思 
3930,回复@你老公叫仙洋么:上去 
3931,啊 
3932,看到这个消息，有点难受，一直都希望你们能幸福，或许这是一种解脱吧！往后余生，亲情守候！ 还有那些狗仔，人家两口子的事，这五年来你们没完没了的写，一淡忘了，你们就登一登，话说你天天扒人旧伤口，你是怕人不记得吗？现在好了，你们还写啥！ 
3933,回复@你老公叫仙洋么:上去 
3934,你的事业一定会从此一落千丈 
3935,好聚好散 
3936,很震惊 
3937,回复@你老公叫仙洋么:你是我唯一追过的一个网红，条件不允许，你能让我见你一面吗？@你老公叫仙洋么 
3938,回复@你老公叫仙洋么:高洋，想你了 
3939,人家都已经原谅你了，所以这中间是死性不改吗？最后还是一别两宽…… 
3940,回复@电動马达哟:看到这些心里很不是滋味，想说些什么，却又说不出什么，不管是因为之前的婚外情留下的隐患，还是后来发生的事情，既然两人现在还是分开了，就各自欢喜，祝福你们以后都幸福，罗子君一定还会遇到贺涵的， 
3941,作为演员他们俩都很优秀。不要站在道德制高点随意评判别人的婚姻，和婚姻中的两个人，你不是他们，你也没有参与过他们的生活，你也并不真正了解他们，走到这步，作为我们旁观者只能说祝他们各自安好，各自幸福。 
3942,陕西男人必须硬气一把 
3943,好聚好散吧。娱乐圈的事不清楚、不评价。但希望会是个好父亲 
3944,天长地久终有别 暮年寒秋彼勿思 
3945,回复@你老公叫仙洋么:上去 
3946,啊 
3947,看到这个消息，有点难受，一直都希望你们能幸福，或许这是一种解脱吧！往后余生，亲情守候！ 还有那些狗仔，人家两口子的事，这五年来你们没完没了的写，一淡忘了，你们就登一登，话说你天天扒人旧伤口，你是怕人不记得吗？现在好了，你们还写啥！ 
3948,回复@你老公叫仙洋么:上去 
3949,你的事业一定会从此一落千丈 
3950,真的没有为谁感到高兴也不想祝福谁，只是满心的难过和遗憾 
3951,哎！失望啊！我一直相信巨蟹座是最顾家的，为什么会这样，一失足成千古恨。希望两人还是好好爱孩子吧 
3952,人生中的过客而已 
3953,看样子还是不结婚比较好呀 
3954,真服你了，还搞个繁体让我认半天。 
3955,永远支持你 
3956,卧槽。妈呀 
3957,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
3958,文哥那你这个有意义的纹身怎么办？ 
3959,为什么发文用的是繁体字啊？ 
3960,回复@你老公叫仙洋么:顶 
3961,那你是没来内蒙，内蒙不止有伊利，还有蒙牛 
3962,好心疼孩子！一个女人在最好的年华为你生养孩子，没有责任感的男人任何一条路都不会走很远！有家庭有孩子的男人一定要自律！ 
3963,回复@Vin咕噜噜的小鱼儿:说不出的难受，两个人那么优秀，那么好，曾经那么相爱，哎！还有两个孩子，希望有情人都互相珍惜，且行且珍惜 
3964,回复@你老公叫仙洋么: 
3965,哥，赶紧出来演戏吧，都没电视剧电影看了。 
3966,回复@电動马达哟:我是一个宝妈，利用网络兼职挣点生活费，无奈被(申植成140481199006272851上海奉贤人)骗得血本无归，成千上万的家庭都被毁，顺联动力也涉嫌利用微信群线下运作圈钱跑路，被骗10万多，带着孩子已经没有活下去的勇气，希望能帮忙重视一下，让回家重视下这个诈骗案，谢谢 
3967,人生如戏 
3968,凉凉 
3969,你别走裸婚时代的路 整天想不开 
3970,回复@有梦想谁都了不起2000:是的，多拍戏，想看更多《雪豹》一样的剧。 
3971,回复@你老公叫仙洋么:我洋哈哈哈哈哈哈哈哈哈 
3972,回复@你老公叫仙洋么: 
3973,希望未来能听到你们复婚的消息 
3974,什么时候才演戏啊？好想看你演戏！！ 
3975,回复@你老公叫仙洋么:终于找到你了 
3976,少数喜欢的男演员之一，既然情场失意，那就多点时间往职场发展，国内影视剧已经很久没有经典出现了！希望经典出现在你的身上！加油吧！！（我觉得还是“童佳倩”跟你般配！） 
3977,回复@你老公叫仙洋么:洋你给我上去 
3978,支持你和姚迪 
3979,回复@当年老衲用的还是飘柔:公众人物不就是这样吗？观众给的好能接受，不好也要受着，不是吗？否则为什么有评论区让大家评论呢，您说呢 
3980,回复@你老公叫仙洋么:上上上上上上上上上上上去 
3981,喜欢雪豹里的文章，也行20岁爱的死去活来，30岁就不爱了，也正常，毕竟随着年龄的增长思想也不一样啦吧 
3982,我受不了了？为什么？ 
3983,回复@你老公叫仙洋么:上上上上上上上上上 
3984,回复@你老公叫仙洋么:加油🐑，我也是觉得他做了什么都一如既往支持他😄 
3985,过好自己的日子才是最重要的，希望你和小马同志一别两宽后都能找到自己的幸福！ 
3986,分手快乐，祝你快乐，你可以找到更好的。 
3987,回复@我是你的逼数:16年看了少帅以后非常喜欢他塑造的少帅张学良[米奇比心]再倒着看了雪豹、奋斗、海洋天堂等，就更加喜欢了😘 
3988,没出息得东西，道歉的微博都删 
3989,娱乐圈分分合合太正常了，诱惑太多了，一场戏和一个人有好几个月的亲密接触，不要拿最高的道德标准要求一个人，演员就是看他演戏，希望你好好的，很好的一个男演员！ 
3990,回复@你老公叫仙洋么:这不是我洋🐴 
3991,回复@你老公叫仙洋么:找到了 
3992,各自安好 
3993,很喜欢你和马伊琍 ，好好演戏 加油 
3994,回复@你老公叫仙洋么:我洋我洋 
3995,好聚好散吧 
3996,为什么还是离了…… 
3997,回复@你老公叫仙洋么:来了 
3998,姚迪很快又要闹分手，有情人终成眷属！ 
3999,🙏🙏🙏 
4000,不能评价你，只能说你的誓言就是个屁 
4001,祝都幸福 支持你们 
4002,安好 
4003,虽说我没钱没车没房没钻戒但我有一颗永远陪你到老的心、童佳倩我爱你求你嫁给我！ 
4004,当年一句且行且珍惜红变了整个网络，现在你们一人一句各生欢喜一别两宽就为你们画上了句话，可惜了…… 
